,click,C1,banner_pos,site_domain,site_category,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C15,C16,date,time,user_id,device_ip_count,device_id_count,user_count,user_hour_count,user_bagged
3312,1,1005,1,172,12,12,0,438,1366,138,1,0,320,50,7,18,1430,10,10,10,170,232
3313,0,1005,0,275,1,12,0,438,3758,322,1,2,320,50,7,18,3965,720,720,720,170,232
3314,1,1005,0,162,12,12,0,438,2924,303,1,0,300,250,7,18,3084,1,1,1,170,232
3315,0,1005,0,275,1,12,0,438,1948,373,1,0,320,50,7,18,2036,720,720,720,170,232
3316,1,1005,1,137,12,12,0,438,2932,493,1,0,320,50,7,18,3093,266,266,266,170,232
3317,0,1005,0,225,4,20,2,438,1754,259,1,3,320,50,7,19,1841,1499,1499,1499,139,139
3318,0,1005,1,186,12,12,0,438,2117,406,1,0,320,50,7,19,2212,10,10,10,139,232
3319,0,1005,0,225,4,3,6,658,535,406,1,0,320,50,7,19,4119,1499,1499,1499,139,108
3320,0,1005,1,137,12,12,0,438,554,639,1,0,320,50,7,19,576,266,266,266,139,232
3321,0,1005,1,91,12,12,0,438,774,402,1,0,320,50,7,19,806,89,89,89,139,232
3322,0,1005,0,275,1,12,0,438,1871,271,1,0,320,50,7,19,1956,720,720,720,139,232
3323,0,1005,1,224,12,12,0,438,2778,856,1,0,320,50,7,19,2929,34,34,34,139,232
3324,0,1005,1,117,7,12,0,438,2218,436,1,0,216,36,7,19,2320,5,5,5,139,232
3325,1,1005,0,225,4,25,9,138,2783,638,1,0,320,50,7,19,845,1499,1499,1499,139,109
3326,1,1005,1,137,12,12,0,438,2454,66,1,0,320,50,7,19,2583,266,266,266,139,232
3327,0,1005,1,225,4,3,2,608,256,242,1,0,300,50,7,19,3824,1499,1499,1499,139,197
3328,0,1005,0,225,4,3,6,618,3311,164,1,0,320,50,7,19,3870,1499,1499,1499,139,108
3329,0,1005,0,225,4,15,2,438,633,577,1,0,320,50,7,19,666,1499,1499,1499,139,255
3330,0,1005,1,137,12,12,0,438,2011,699,1,0,320,50,7,19,2104,266,266,266,139,232
3331,0,1005,0,225,4,3,6,342,3487,406,1,0,320,50,7,19,2206,1499,1499,1499,139,108
3332,0,1005,0,225,4,8,2,438,2092,116,1,0,320,50,7,19,2187,1499,1499,1499,139,219
3333,0,1005,0,275,1,12,0,438,986,4,1,0,320,50,7,19,1021,720,720,720,139,232
3334,0,1005,1,137,12,12,0,438,843,397,1,0,320,50,7,19,877,266,266,266,139,232
3335,0,1005,0,275,1,12,0,438,1044,453,1,0,320,50,7,19,1092,720,720,720,139,232
3336,0,1005,0,275,1,12,0,438,3430,312,1,0,320,50,7,19,3610,720,720,720,139,232
3337,0,1005,0,225,4,3,6,357,1622,138,1,0,320,50,7,19,2295,1499,1499,1499,139,108
3338,0,1005,1,137,12,12,0,438,563,406,1,0,320,50,7,19,587,266,266,266,139,232
3339,1,1005,0,72,12,12,0,438,2978,422,1,0,300,250,7,19,3142,9,9,9,139,232
3340,1,1005,0,125,3,12,0,438,2422,85,1,0,300,250,7,19,2552,97,97,97,139,232
3341,0,1005,0,225,4,15,2,438,162,174,1,0,320,50,7,19,176,1499,1499,1499,139,255
3342,0,1005,0,128,12,12,0,438,2989,123,1,0,320,50,7,20,3153,3,3,3,117,232
3343,0,1005,0,225,4,20,2,438,267,501,1,2,320,50,7,20,288,1499,1499,1499,117,139
3344,0,1010,1,225,4,12,2,223,3880,540,4,0,320,50,7,20,1439,1499,1499,1499,117,256
3345,0,1005,0,275,1,12,0,438,585,30,1,0,320,50,7,20,609,720,720,720,117,232
3346,0,1005,0,275,1,12,0,438,815,123,1,0,320,50,7,20,850,720,720,720,117,232
3347,0,1005,0,275,1,12,0,438,1602,676,1,0,320,50,7,20,1684,720,720,720,117,232
3348,1,1005,1,137,12,12,0,438,2768,406,1,0,320,50,7,20,2919,266,266,266,117,232
3349,1,1005,1,224,12,12,0,438,2237,751,1,0,320,50,7,20,2336,34,34,34,117,232
3350,0,1005,0,275,1,12,0,438,609,138,1,0,320,50,7,20,637,720,720,720,117,232
3351,0,1005,1,225,4,3,2,657,3590,314,1,0,300,50,7,20,4115,1499,1499,1499,117,197
3352,0,1005,0,275,1,12,0,438,3831,676,1,0,320,50,7,20,4046,720,720,720,117,232
3353,0,1005,0,275,1,12,0,438,1893,560,1,0,320,50,7,20,1982,720,720,720,117,232
3354,0,1005,0,225,4,20,2,438,2831,501,1,3,320,50,7,20,2977,1499,1499,1499,117,139
3355,0,1005,0,225,4,8,2,438,465,397,1,0,320,50,7,20,494,1499,1499,1499,117,219
3356,0,1005,0,225,4,3,2,438,1259,406,1,0,320,50,7,21,1314,1499,1499,1499,102,242
3357,1,1005,0,225,4,24,2,438,434,746,1,0,320,50,7,21,465,1499,1499,1499,102,159
3358,0,1010,1,225,4,12,2,90,1839,545,4,3,320,50,7,21,580,1499,1499,1499,102,3
3359,0,1005,1,190,3,12,0,438,327,406,1,0,320,50,7,21,350,31,31,31,102,232
3360,0,1005,1,229,12,12,0,438,1278,453,1,0,320,50,7,21,1332,7,7,7,102,232
3361,0,1005,0,125,3,12,0,438,3889,248,1,0,300,250,7,21,4105,97,97,97,102,232
3362,1,1005,1,137,12,12,0,438,2356,142,1,0,320,50,7,21,2479,266,266,266,102,232
3363,0,1005,1,30,7,12,0,438,2770,857,1,2,320,50,7,21,2921,1,1,1,102,232
3364,0,1005,0,225,4,8,2,538,402,360,1,0,320,50,7,21,3428,1499,1499,1499,102,219
3365,0,1005,0,231,12,12,0,438,1752,123,1,0,320,50,7,21,1838,6,6,6,102,232
3366,0,1005,0,225,4,3,2,340,3733,840,1,0,320,50,7,21,2197,1499,1499,1499,102,58
3367,0,1005,1,137,12,12,0,438,1441,640,1,2,320,50,7,21,1511,266,266,266,102,232
3368,0,1005,1,54,3,12,0,438,2740,322,1,2,320,50,7,21,2887,2,2,2,102,232
3369,1,1005,1,137,12,12,0,438,177,848,1,0,320,50,7,21,189,266,266,266,102,232
3370,0,1005,0,114,12,12,0,438,1117,373,1,0,320,50,7,21,1172,23,23,23,102,232
3371,0,1005,0,221,12,12,0,438,837,436,1,0,320,50,7,22,874,19,19,19,93,232
3372,0,1005,0,225,4,3,6,585,332,742,1,0,320,50,7,22,3707,1499,1499,1499,93,108
3373,1,1005,0,261,1,12,0,438,2797,430,1,0,300,250,7,22,2948,11,11,11,93,232
3374,0,1005,0,225,4,27,2,438,1107,577,1,0,320,50,7,22,1159,1499,1499,1499,93,147
3375,0,1005,0,225,4,20,2,438,1104,777,1,3,320,50,7,22,1154,1499,1499,1499,93,139
3376,0,1005,0,275,1,12,0,438,963,323,1,0,320,50,7,22,997,720,720,720,93,232
3377,0,1005,0,225,4,8,2,438,2189,438,1,0,320,50,7,22,2289,1499,1499,1499,93,219
3378,0,1005,0,41,12,12,0,438,3719,344,1,0,320,50,7,22,3922,37,37,37,93,232
3379,0,1005,0,225,4,3,6,132,2038,625,1,0,320,50,7,22,826,1499,1499,1499,93,108
3380,1,1005,0,275,1,12,0,438,2230,397,1,0,320,50,7,22,2330,720,720,720,93,232
3381,0,1005,0,225,4,15,2,438,1917,609,1,0,320,50,7,22,2007,1499,1499,1499,93,255
3382,0,1005,0,261,1,12,0,438,1993,3,1,0,300,250,7,22,2088,11,11,11,93,232
3383,0,1005,0,225,4,20,2,438,1343,777,1,3,320,50,7,22,1400,1499,1499,1499,93,139
3384,0,1005,0,275,1,12,0,438,2116,453,1,0,320,50,7,23,2210,720,720,720,91,232
3385,0,1005,1,137,12,12,0,438,1304,306,1,0,320,50,7,23,1360,266,266,266,91,232
3386,0,1005,0,225,4,28,9,438,2366,746,1,0,320,480,7,23,2489,1499,1499,1499,91,212
3387,0,1005,1,137,12,12,0,438,2567,805,1,0,320,50,7,23,2704,266,266,266,91,232
3388,0,1005,0,225,4,8,2,438,2553,856,1,0,320,50,7,23,2684,1499,1499,1499,91,219
3389,0,1005,0,225,4,3,6,430,33,406,1,0,320,50,7,23,2683,1499,1499,1499,91,108
3390,1,1005,0,275,1,12,0,438,2748,123,1,0,320,50,7,23,2895,720,720,720,91,232
3391,0,1005,0,225,4,15,2,438,3868,577,1,0,320,50,7,23,4081,1499,1499,1499,91,255
3392,0,1005,0,275,1,12,0,438,3077,526,1,0,320,50,7,23,3240,720,720,720,91,232
3393,0,1005,0,225,4,20,2,438,2638,501,1,3,320,50,7,23,2775,1499,1499,1499,91,139
3394,0,1005,0,225,4,3,6,92,3255,572,1,0,320,50,8,0,585,1499,1499,1499,95,108
3395,1,1005,0,275,1,12,0,438,3496,128,1,0,320,50,8,0,3683,720,720,720,95,232
3396,1,1005,0,225,4,3,6,438,2562,639,1,0,320,50,8,0,2697,1499,1499,1499,95,218
3397,0,1005,0,70,8,12,0,438,2299,248,1,0,320,50,8,0,2422,6,6,6,95,232
3398,0,1005,0,275,1,12,0,438,203,116,1,0,320,50,8,0,219,720,720,720,95,232
3399,0,1005,0,275,1,12,0,438,1681,828,1,0,320,50,8,0,1777,720,720,720,95,232
3400,0,1005,0,171,12,12,0,438,2461,453,1,0,320,50,8,1,2589,35,35,35,100,232
3401,0,1005,0,225,4,3,6,213,1171,271,1,0,320,50,8,1,1367,1499,1499,1499,100,108
3402,0,1005,0,275,1,12,0,438,2270,746,1,0,320,50,8,1,2381,720,720,720,100,232
3403,0,1005,0,64,13,12,0,438,1946,248,1,0,320,50,8,1,2034,2,2,2,100,232
3404,1,1005,0,275,1,12,0,438,2496,373,1,0,320,50,8,1,2627,720,720,720,100,232
3405,0,1005,0,114,12,12,0,438,1331,436,1,0,320,50,8,1,1389,23,23,23,100,232
3406,0,1005,1,181,12,12,0,438,2257,116,1,0,320,50,8,1,2365,2,2,2,100,232
3407,0,1005,0,275,1,12,0,438,1295,205,1,0,320,50,8,1,1351,720,720,720,100,232
3408,0,1005,0,275,1,12,0,438,1881,420,1,0,320,50,8,1,1968,720,720,720,100,232
3409,0,1005,1,218,12,12,0,438,2136,149,1,0,320,50,8,1,2229,33,33,33,100,232
3410,0,1005,0,275,1,12,0,438,1497,805,1,0,320,50,8,1,1569,720,720,720,100,232
3411,0,1005,0,275,1,12,0,438,1530,540,1,0,320,50,8,1,1601,720,720,720,100,232
3412,0,1005,0,79,12,12,0,438,964,307,1,0,320,50,8,1,998,1,1,1,100,232
3413,0,1005,1,94,12,12,0,438,422,746,1,0,320,50,8,2,446,33,33,33,136,232
3414,0,1005,1,137,12,12,0,438,2041,3,1,0,320,50,8,2,2134,266,266,266,136,232
3415,0,1005,1,175,12,12,0,438,1790,453,1,0,320,50,8,2,1879,99,99,99,136,232
3416,0,1005,0,225,4,8,2,438,188,746,1,0,320,50,8,2,203,1499,1499,1499,136,219
3417,0,1005,0,275,1,12,0,438,1797,805,1,0,320,50,8,2,1886,720,720,720,136,232
3418,0,1005,0,225,4,3,6,25,2741,104,1,0,320,50,8,2,172,1499,1499,1499,136,108
3419,1,1005,1,137,12,12,0,438,1830,814,1,0,320,50,8,2,1910,266,266,266,136,232
3420,0,1005,0,225,4,15,2,438,232,505,1,0,320,50,8,2,250,1499,1499,1499,136,255
3421,0,1005,1,16,12,12,0,438,1943,453,1,0,320,50,8,2,2031,27,27,27,136,232
3422,0,1005,0,225,4,3,2,160,3362,660,1,0,300,250,8,2,1016,1499,1499,1499,136,150
3423,0,1005,0,171,12,12,0,438,1809,268,1,0,320,50,8,2,1895,35,35,35,136,232
3424,0,1005,0,275,1,12,0,438,2036,123,1,0,320,50,8,2,2130,720,720,720,136,232
3425,0,1005,0,225,4,8,2,438,517,123,1,0,320,50,8,2,543,1499,1499,1499,136,219
3426,0,1005,1,15,12,12,0,438,1406,453,1,0,320,50,8,2,1475,79,79,79,136,232
3427,0,1005,0,225,4,20,9,438,2881,201,1,0,320,50,8,3,3038,1499,1499,1499,156,194
3428,0,1005,0,225,4,24,2,438,2751,116,1,0,320,50,8,3,2898,1499,1499,1499,156,159
3429,1,1005,1,224,12,12,0,438,2635,453,1,0,320,50,8,3,2772,34,34,34,156,232
3430,0,1005,1,218,12,12,0,438,222,343,1,0,320,50,8,3,239,33,33,33,156,232
3431,0,1005,0,225,4,3,2,438,1110,443,1,2,320,50,8,3,1163,1499,1499,1499,156,242
3432,0,1005,1,175,12,12,0,438,1712,373,1,0,320,50,8,3,1802,99,99,99,156,232
3433,1,1005,0,225,4,8,2,438,546,436,1,0,320,50,8,3,570,1499,1499,1499,156,219
3434,0,1005,1,175,12,12,0,438,1364,436,1,0,320,50,8,3,1425,99,99,99,156,232
3435,1,1005,0,225,4,24,2,438,2151,116,1,0,320,50,8,3,2252,1499,1499,1499,156,159
3436,0,1005,0,275,1,12,0,438,2677,374,1,0,320,50,8,3,2824,720,720,720,156,232
3437,0,1005,0,275,1,12,0,438,2141,322,1,2,320,50,8,3,2234,720,720,720,156,232
3438,0,1005,0,275,1,12,0,438,2601,453,1,0,320,50,8,3,2737,720,720,720,156,233
3439,0,1005,0,275,1,12,0,438,2601,453,1,0,320,50,9,5,2737,720,720,720,208,233
3440,0,1005,0,225,4,20,2,438,2198,777,1,3,320,50,8,3,2301,1499,1499,1499,156,139
3441,0,1005,0,275,1,12,0,438,3205,453,1,0,320,50,8,3,3374,720,720,720,156,232
3442,1,1005,0,225,4,24,2,438,1155,566,1,0,320,50,8,3,1207,1499,1499,1499,156,159
3443,1,1005,0,225,4,24,2,438,645,540,1,0,320,50,8,3,674,1499,1499,1499,156,159
3444,0,1005,0,97,12,12,0,438,2131,123,1,0,320,50,8,3,2223,1,1,1,156,232
3445,0,1005,1,15,12,12,0,438,1224,393,1,0,320,50,8,3,1278,79,79,79,156,232
3446,0,1005,0,225,4,8,2,240,2610,238,1,0,320,50,8,3,1515,1499,1499,1499,156,219
3447,0,1005,0,225,4,25,9,504,1810,638,1,0,320,50,8,3,3118,1499,1499,1499,156,109
3448,0,1005,0,225,4,3,6,438,3783,500,1,3,320,50,8,3,3993,1499,1499,1499,156,100
3449,0,1005,0,275,1,12,0,438,3146,453,1,0,320,50,8,3,3312,720,720,720,156,232
3450,0,1005,0,239,1,12,0,438,2103,817,1,0,320,50,8,3,2196,14,14,14,156,232
3451,0,1005,0,225,4,8,2,181,1271,753,1,0,320,50,8,3,1140,1499,1499,1499,156,219
3452,0,1005,0,225,4,3,6,165,936,705,1,2,320,50,8,3,1026,1499,1499,1499,156,218
3453,0,1005,0,275,1,12,0,438,478,271,1,0,320,50,8,3,504,720,720,720,156,232
3454,0,1005,0,275,1,12,0,438,324,219,1,0,320,50,8,3,345,720,720,720,156,232
3455,0,1005,0,225,4,3,6,438,580,864,1,2,320,50,8,3,604,1499,1499,1499,156,1
3456,0,1005,1,15,12,12,0,438,1716,397,1,0,320,50,8,3,1805,79,79,79,156,232
3457,0,1005,0,225,4,3,6,438,459,406,1,2,320,50,8,4,487,1499,1499,1499,199,100
3458,0,1005,0,225,4,12,0,438,2360,304,1,0,320,50,8,4,2484,1499,1499,1499,199,132
3459,1,1005,0,171,12,12,0,438,2372,251,1,0,320,50,8,4,2495,35,35,35,199,232
3460,1,1005,0,225,4,3,2,438,754,466,1,2,320,50,8,4,788,1499,1499,1499,199,200
3461,0,1005,0,225,4,3,6,547,3586,453,1,0,320,50,8,4,3468,1499,1499,1499,199,1
3462,0,1005,1,225,4,3,2,152,2020,512,1,0,300,50,8,4,981,1499,1499,1499,199,197
3463,0,1005,1,137,12,12,0,438,190,406,1,0,320,50,8,4,205,266,266,266,199,232
3464,0,1005,1,211,12,12,0,438,1875,393,1,0,320,50,8,4,1960,40,40,40,199,232
3465,0,1005,0,275,1,12,0,438,156,393,1,0,320,50,8,4,165,720,720,720,199,232
3466,0,1005,1,7,12,12,0,438,1567,462,1,0,320,50,8,4,1647,30,30,30,199,232
3467,0,1005,1,211,12,12,0,438,920,402,1,0,320,50,8,4,954,40,40,40,199,232
3468,0,1005,0,225,4,3,6,438,1106,336,1,0,320,50,8,4,1158,1499,1499,1499,199,1
3469,0,1005,0,225,4,3,6,438,2944,746,1,3,320,50,8,4,3106,1499,1499,1499,199,100
3470,0,1005,0,225,4,3,6,438,375,271,1,3,320,50,8,5,399,1499,1499,1499,208,100
3471,0,1005,1,137,12,12,0,438,166,3,1,0,320,50,8,5,179,266,266,266,208,232
3472,0,1005,0,225,4,8,2,8,567,805,1,0,320,50,8,5,53,1499,1499,1499,208,219
3473,0,1005,1,16,12,12,0,438,1090,532,1,0,320,50,8,5,1138,27,27,27,208,232
3474,0,1005,0,225,4,28,9,438,1077,529,1,0,320,50,8,5,1126,1499,1499,1499,208,230
3475,0,1005,1,137,12,12,0,438,55,453,1,0,320,50,8,5,59,266,266,266,208,232
3476,0,1005,1,137,12,12,0,438,2925,109,1,0,320,50,8,5,3085,266,266,266,208,232
3477,0,1005,1,91,12,12,0,438,2197,371,1,0,320,50,8,5,2300,89,89,89,208,232
3478,0,1005,1,218,12,12,0,438,3241,440,1,0,320,50,8,5,3405,33,33,33,208,232
3479,0,1005,0,225,4,28,9,438,3223,406,1,0,320,50,8,6,3392,1499,1499,1499,173,230
3480,0,1005,1,53,12,12,0,438,2212,738,1,0,320,50,8,6,2314,2,2,2,173,232
3481,0,1005,1,7,12,12,0,438,1967,453,1,0,320,50,8,6,2060,30,30,30,173,232
3482,0,1005,1,289,12,12,0,438,2536,362,1,0,320,50,8,6,2664,3,3,3,173,232
3483,0,1005,0,225,4,20,2,438,195,51,1,3,320,50,8,6,210,1499,1499,1499,173,139
3484,0,1005,1,137,12,12,0,438,1585,560,1,0,320,50,8,6,1668,266,266,266,173,232
3485,0,1005,0,171,12,12,0,438,3544,453,1,0,320,50,8,6,3736,35,35,35,173,232
3486,0,1002,0,90,4,12,0,485,2095,412,0,0,320,50,8,6,3013,1,1,1,173,232
3487,1,1005,0,68,12,12,0,438,2888,123,1,0,320,50,8,7,3046,2,2,2,174,232
3488,0,1005,1,218,12,12,0,438,695,727,1,0,320,50,8,7,723,33,33,33,174,232
3489,1,1005,1,263,3,12,0,438,35,397,1,0,320,50,8,7,36,4,4,4,174,232
3490,0,1005,0,225,4,3,2,438,1982,271,1,0,320,50,8,7,2074,1499,1499,1499,174,242
3491,0,1005,0,275,1,12,0,438,755,651,1,0,320,50,8,7,789,720,720,720,174,232
3492,0,1005,0,194,12,12,0,438,3267,337,1,0,320,50,8,7,3431,21,21,21,174,232
3493,0,1005,0,225,4,1,2,438,3710,705,1,2,320,50,8,7,3917,1499,1499,1499,174,205
3494,0,1005,0,225,4,24,2,438,3477,705,1,2,320,50,8,7,3666,1499,1499,1499,174,159
3495,0,1005,0,225,4,20,2,438,3611,831,1,2,320,50,8,7,3803,1499,1499,1499,174,139
3496,0,1005,0,206,12,12,0,438,1476,639,1,0,320,50,8,7,1549,6,6,6,174,232
3497,1,1005,0,225,4,3,13,438,3856,120,1,0,320,50,8,7,4070,1499,1499,1499,174,30
3498,0,1005,0,225,4,8,2,438,1347,639,1,0,320,50,8,7,1404,1499,1499,1499,174,219
3499,0,1005,0,225,4,20,2,438,2920,259,1,3,320,50,8,7,3081,1499,1499,1499,174,139
3500,0,1005,0,183,12,12,0,438,1606,648,1,2,320,50,8,7,1688,35,35,35,174,232
3501,1,1005,0,225,4,12,2,140,3822,167,1,0,320,50,8,7,856,1499,1499,1499,174,105
3502,0,1005,0,183,12,12,0,438,2205,578,1,0,320,50,8,7,2307,35,35,35,174,232
3503,1,1005,0,275,1,12,0,438,1824,818,1,0,320,50,8,7,1905,720,720,720,174,232
3504,0,1005,0,275,1,12,0,438,2408,453,1,0,320,50,8,7,2540,720,720,720,174,232
3505,0,1005,0,225,4,1,2,438,297,716,1,0,320,50,8,7,321,1499,1499,1499,174,205
3506,0,1005,0,225,4,20,9,438,954,201,1,0,320,50,8,7,989,1499,1499,1499,174,194
3507,1,1005,0,177,3,12,0,438,2441,453,1,0,320,50,8,7,2570,6,6,6,174,232
3508,0,1005,1,211,12,12,0,438,2859,254,1,0,320,50,8,7,3010,40,40,40,174,232
3509,0,1005,1,94,12,12,0,438,1545,860,1,0,320,50,8,8,1621,33,33,33,201,232
3510,0,1005,0,275,1,12,0,438,3249,805,1,0,320,50,8,8,3413,720,720,720,201,232
3511,0,1005,0,96,12,12,0,438,2381,226,1,0,320,50,8,8,2512,17,17,17,201,232
3512,0,1005,0,275,1,12,0,438,1057,453,1,0,320,50,8,8,1105,720,720,720,201,232
3513,0,1010,1,225,4,12,2,57,899,767,4,0,320,50,8,8,346,1499,1499,1499,201,133
3514,0,1005,0,225,4,3,12,438,3759,407,1,2,320,50,8,8,3967,1499,1499,1499,201,148
3515,0,1005,0,42,12,12,0,438,1362,224,1,0,728,90,8,8,1419,1,1,1,201,232
3516,0,1005,0,225,4,3,12,438,982,605,1,0,320,50,8,8,1017,1499,1499,1499,201,148
3517,0,1005,0,225,4,3,9,190,279,360,1,2,320,50,8,8,1225,1499,1499,1499,201,131
3518,0,1005,0,275,1,12,0,438,1734,844,1,0,320,50,8,8,1821,720,720,720,201,232
3519,0,1005,0,225,4,3,9,637,15,540,1,3,300,250,8,8,3982,1499,1499,1499,201,202
3520,0,1005,0,275,1,12,0,438,3366,219,1,0,320,50,8,8,3540,720,720,720,201,232
3521,0,1005,1,137,12,12,0,438,2544,711,1,0,320,50,8,8,2673,266,266,266,201,232
3522,0,1005,0,225,4,25,9,447,164,856,1,0,320,50,8,8,2790,1499,1499,1499,201,109
3523,1,1005,0,125,3,12,0,438,707,98,1,0,300,250,8,8,736,22,22,22,201,232
3524,0,1005,1,16,12,12,0,438,1192,751,1,0,320,50,8,8,1244,27,27,27,201,232
3525,0,1005,0,225,4,20,9,438,1234,201,1,0,320,50,8,8,1287,1499,1499,1499,201,194
3526,0,1005,1,224,12,12,0,438,966,428,1,0,320,50,8,8,1000,34,34,34,201,232
3527,0,1005,0,225,4,3,6,438,17,471,1,2,320,50,8,8,22,1499,1499,1499,201,1
3528,0,1005,0,225,4,3,2,438,2279,241,1,0,320,50,8,9,2395,1499,1499,1499,252,86
3529,0,1005,1,175,12,12,0,438,2599,676,1,0,320,50,8,9,2735,99,99,99,252,232
3530,0,1005,0,275,1,12,0,438,389,638,1,0,320,50,8,9,415,720,720,720,252,232
3531,0,1005,0,6,12,12,0,438,2253,286,1,2,320,50,8,9,2361,8,8,8,252,232
3532,0,1005,1,91,12,12,0,438,1742,805,1,0,320,50,8,9,1830,89,89,89,252,232
3533,0,1005,0,158,12,12,0,438,1081,136,1,0,320,50,8,9,1131,4,4,4,252,232
3534,0,1005,0,275,1,12,0,438,3283,622,1,0,320,50,8,9,3447,720,720,720,252,232
3535,1,1005,1,137,12,12,0,438,2979,638,1,0,320,50,8,9,3143,266,266,266,252,232
3536,0,1010,1,225,4,12,2,461,3901,818,4,0,320,50,8,9,2870,1499,1499,1499,252,256
3537,1,1010,1,225,4,12,2,495,1823,818,4,0,320,50,8,9,3061,1499,1499,1499,252,185
3538,0,1005,0,275,1,12,0,438,3114,271,1,0,320,50,8,9,3279,720,720,720,252,232
3539,0,1005,0,275,1,12,0,438,2096,52,1,0,320,50,8,9,2190,720,720,720,252,232
3540,0,1005,0,225,4,20,2,438,2393,259,1,3,320,50,8,9,2528,1499,1499,1499,252,139
3541,0,1005,0,6,12,12,0,438,3478,526,1,0,320,50,8,9,3668,8,8,8,252,232
3542,0,1005,0,108,12,12,0,438,2452,814,1,0,320,50,8,9,2580,3,3,3,252,232
3543,0,1005,0,225,4,3,2,66,1303,449,1,3,320,50,8,9,406,1499,1499,1499,252,178
3544,0,1005,0,182,13,12,0,438,1425,294,1,0,320,50,8,9,1497,4,4,4,252,232
3545,0,1005,0,96,12,12,0,438,2089,393,1,0,320,50,8,9,2184,17,17,17,252,232
3546,0,1005,0,141,2,12,0,438,986,859,1,0,320,50,8,9,1022,1,1,1,252,232
3547,1,1002,0,225,4,12,0,487,1896,65,0,0,300,50,8,10,3022,1499,1499,1499,232,102
3548,0,1005,0,275,1,12,0,438,3665,260,1,0,320,50,8,10,3868,720,720,720,232,232
3549,0,1005,0,275,1,12,0,438,3554,402,1,0,320,50,8,10,3741,720,720,720,232,232
3550,0,1005,0,275,1,12,0,438,2744,453,1,0,320,50,8,10,2891,720,720,720,232,232
3551,0,1005,1,15,12,12,0,438,3741,453,1,0,320,50,8,10,3950,79,79,79,232,232
3552,0,1005,0,275,1,12,0,438,3478,116,1,0,320,50,8,10,3667,720,720,720,232,232
3553,0,1005,0,275,1,12,0,438,1449,540,1,0,320,50,8,10,1522,720,720,720,232,232
3554,0,1005,1,94,12,12,0,438,1799,239,1,0,320,50,8,10,1888,33,33,33,232,232
3555,0,1005,0,275,1,12,0,438,224,676,1,0,320,50,8,10,240,720,720,720,232,232
3556,0,1005,0,275,1,12,0,438,3431,182,1,0,320,50,8,10,3611,720,720,720,232,232
3557,1,1002,0,226,4,12,0,231,987,37,0,0,320,50,8,10,1468,3,3,3,232,232
3558,0,1005,0,275,1,12,0,438,2891,638,1,0,320,50,8,10,3049,720,720,720,232,232
3559,0,1005,0,275,1,12,0,438,299,639,1,0,320,50,8,10,323,720,720,720,232,232
3560,0,1005,0,225,4,5,9,438,552,217,1,0,320,50,8,10,574,1499,1499,1499,232,59
3561,0,1005,0,275,1,12,0,438,618,219,1,0,320,50,8,10,651,720,720,720,232,232
3562,1,1005,0,275,1,12,0,438,1147,397,1,0,320,50,8,10,1200,720,720,720,232,232
3563,0,1005,0,225,4,5,11,438,2955,520,1,0,320,50,8,10,3117,1499,1499,1499,232,152
3564,1,1005,1,94,12,12,0,438,1237,397,1,0,320,50,8,10,1292,33,33,33,232,232
3565,0,1005,0,275,1,12,0,438,2626,146,1,0,320,50,8,10,2764,720,720,720,232,232
3566,0,1005,0,225,4,5,9,438,92,457,1,0,320,50,8,10,96,1499,1499,1499,232,59
3567,0,1005,0,125,3,12,0,438,2156,116,1,0,300,250,8,10,2256,17,17,17,232,232
3568,0,1005,0,275,1,12,0,438,3657,347,1,0,320,50,8,10,3858,720,720,720,232,232
3569,0,1005,1,137,12,12,0,438,2373,14,1,0,320,50,8,10,2496,14,14,14,232,233
3570,0,1005,0,41,12,12,0,438,2373,14,1,0,320,50,8,15,2496,37,37,37,229,233
3571,0,1005,0,225,4,8,2,438,193,856,1,0,320,50,8,11,209,1499,1499,1499,229,219
3572,0,1005,0,246,1,12,0,438,225,625,1,0,320,50,8,11,241,16,16,16,229,232
3573,0,1005,0,225,4,3,2,438,663,311,1,2,320,50,8,11,691,1499,1499,1499,229,209
3574,0,1005,1,224,12,12,0,438,3629,453,1,0,320,50,8,11,3826,34,34,34,229,232
3575,1,1005,1,16,12,12,0,438,2353,123,1,0,320,50,8,11,2476,27,27,27,229,232
3576,0,1002,0,225,4,12,0,238,310,342,0,0,320,50,8,11,1490,2,2,2,229,232
3577,0,1005,1,137,12,12,0,438,1658,406,1,0,320,50,8,11,1742,266,266,266,229,232
3578,1,1005,0,225,4,3,2,51,1906,451,1,2,300,250,8,11,309,1499,1499,1499,229,79
3579,1,1005,0,275,1,12,0,438,3273,128,1,0,320,50,8,11,3437,720,720,720,229,232
3580,1,1005,0,275,1,12,0,438,2549,676,1,0,320,50,8,11,2678,720,720,720,229,232
3581,0,1005,1,137,12,12,0,438,1047,165,1,0,320,50,8,11,1095,266,266,266,229,232
3582,0,1005,0,225,4,21,2,438,3052,434,1,0,320,50,8,11,3217,1499,1499,1499,229,83
3583,0,1005,0,225,4,20,2,438,417,51,1,3,320,50,8,11,441,1499,1499,1499,229,139
3584,0,1005,0,275,1,12,0,438,1371,453,1,0,320,50,8,12,1433,720,720,720,209,232
3585,0,1005,0,225,4,11,2,511,3879,188,1,0,320,50,8,12,3147,1499,1499,1499,209,98
